photo_id,path,angle_label,width,height,file_size,split,extension
90__none__118135,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\118135.jpeg,90,256,144,6338,none,.jpeg
130__none__188187,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\188187.jpeg,130,256,192,5588,none,.jpeg
270__none__466038,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\466038.jpeg,270,256,192,4796,none,.jpeg
90__none__66854,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\66854.jpeg,90,256,144,3915,none,.jpeg
180__none__403786,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\403786.jpeg,180,256,192,7343,none,.jpeg
0__none__426231,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\426231.jpeg,0,256,192,4018,none,.jpeg
180__none__194803,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\194803.jpeg,180,256,192,6414,none,.jpeg
130__none__481421,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\481421.jpeg,130,256,192,9687,none,.jpeg
130__none__440094,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\440094.jpeg,130,256,192,4213,none,.jpeg
130__none__178681,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\178681.jpeg,130,256,144,5899,none,.jpeg
130__none__179271,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\179271.jpeg,130,256,144,5858,none,.jpeg
130__none__492286,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\492286.jpeg,130,256,192,4384,none,.jpeg
270__none__281963,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\281963.jpeg,270,256,192,4920,none,.jpeg
0__none__404852,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\404852.jpeg,0,256,192,6082,none,.jpeg
90__none__285138,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\285138.jpeg,90,256,192,4679,none,.jpeg
130__none__333464,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\333464.jpeg,130,256,144,4085,none,.jpeg
270__none__187039,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\187039.jpeg,270,256,144,5044,none,.jpeg
90__none__25429,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\25429.jpeg,90,256,192,5025,none,.jpeg
90__none__229319,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\229319.jpeg,90,256,192,4954,none,.jpeg
0__none__474922,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\474922.jpeg,0,256,192,5897,none,.jpeg
0__none__281118,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\281118.jpeg,0,256,144,3453,none,.jpeg
180__none__319824,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\319824.jpeg,180,256,143,4627,none,.jpeg
180__none__215224,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\215224.jpeg,180,256,144,4263,none,.jpeg
180__none__354854,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\354854.jpeg,180,256,192,6271,none,.jpeg
180__none__411953,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\411953.jpeg,180,256,144,3343,none,.jpeg
130__none__234786,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\234786.jpeg,130,256,144,3931,none,.jpeg
180__none__152656,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\152656.jpeg,180,256,144,4381,none,.jpeg
180__none__103711,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\103711.jpeg,180,256,144,2888,none,.jpeg
180__none__275347,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\275347.jpeg,180,256,192,6714,none,.jpeg
0__none__275193,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\275193.jpeg,0,256,144,3948,none,.jpeg
270__none__307634,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\307634.jpeg,270,256,144,5151,none,.jpeg
0__none__345181,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\345181.jpeg,0,256,144,4382,none,.jpeg
180__none__410292,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\410292.jpeg,180,256,192,3988,none,.jpeg
90__none__27746,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\27746.jpeg,90,256,192,4978,none,.jpeg
90__none__98112,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\98112.jpeg,90,256,144,5054,none,.jpeg
0__none__317847,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\317847.jpeg,0,256,192,7121,none,.jpeg
130__none__201697,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\201697.jpeg,130,256,144,3732,none,.jpeg
270__none__411253,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\411253.jpeg,270,256,192,5550,none,.jpeg
130__none__146590,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\146590.jpeg,130,256,192,4668,none,.jpeg
90__none__138139,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\138139.jpeg,90,256,144,4690,none,.jpeg
90__none__16378,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\16378.jpeg,90,256,192,5266,none,.jpeg
270__none__312681,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\312681.jpeg,270,256,144,3951,none,.jpeg
180__none__446284,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\446284.jpeg,180,256,192,7422,none,.jpeg
0__none__151776,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\151776.jpeg,0,256,192,5897,none,.jpeg
130__none__219668,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\219668.jpeg,130,256,144,3383,none,.jpeg
0__none__102918,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\102918.jpeg,0,256,144,3440,none,.jpeg
0__none__277112,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\277112.jpeg,0,256,195,5793,none,.jpeg
0__none__143449,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\143449.jpeg,0,256,192,5005,none,.jpeg
0__none__463528,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\463528.jpeg,0,256,144,2324,none,.jpeg
90__none__313712,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\313712.jpeg,90,256,192,5877,none,.jpeg
270__none__276811,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\276811.jpeg,270,256,192,5436,none,.jpeg
270__none__342517,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\342517.jpeg,270,256,192,6080,none,.jpeg
130__none__361991,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\361991.jpeg,130,256,192,5519,none,.jpeg
180__none__90745,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\90745.jpeg,180,256,144,2305,none,.jpeg
0__none__344114,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\344114.jpeg,0,256,144,3417,none,.jpeg
90__none__105076,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\105076.jpeg,90,256,192,4715,none,.jpeg
180__none__345345,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\345345.jpeg,180,256,144,3721,none,.jpeg
130__none__416656,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\416656.jpeg,130,256,144,4015,none,.jpeg
90__none__133403,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\133403.jpeg,90,256,192,5278,none,.jpeg
0__none__303799,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\303799.jpeg,0,256,144,3175,none,.jpeg
270__none__379622,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\379622.jpeg,270,256,144,3917,none,.jpeg
180__none__363546,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\363546.jpeg,180,256,192,6075,none,.jpeg
130__none__289853,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\289853.jpeg,130,256,144,4310,none,.jpeg
90__none__126630,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\126630.jpeg,90,256,144,3019,none,.jpeg
130__none__186349,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\186349.jpeg,130,256,144,4437,none,.jpeg
130__none__135973,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\135973.jpeg,130,256,144,3641,none,.jpeg
90__none__174516,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\174516.jpeg,90,256,192,3989,none,.jpeg
130__none__497497,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\497497.jpeg,130,256,192,4442,none,.jpeg
90__none__62587,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\62587.jpeg,90,256,144,4129,none,.jpeg
0__none__367486,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\367486.jpeg,0,256,144,3435,none,.jpeg
180__none__482041,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\482041.jpeg,180,256,170,4392,none,.jpeg
180__none__76296,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\76296.jpeg,180,256,192,7826,none,.jpeg
130__none__148951,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\148951.jpeg,130,256,144,5607,none,.jpeg
90__none__285705,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\285705.jpeg,90,256,144,4954,none,.jpeg
180__none__417953,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\417953.jpeg,180,256,144,3540,none,.jpeg
90__none__209749,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\209749.jpeg,90,256,192,4551,none,.jpeg
270__none__395889,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\395889.jpeg,270,256,170,4979,none,.jpeg
270__none__269077,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\269077.jpeg,270,256,170,3881,none,.jpeg
270__none__277898,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\277898.jpeg,270,256,144,4815,none,.jpeg
270__none__306867,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\306867.jpeg,270,256,144,4406,none,.jpeg
180__none__178709,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\178709.jpeg,180,256,144,4310,none,.jpeg
270__none__377575,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\377575.jpeg,270,256,144,3696,none,.jpeg
130__none__238858,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\238858.jpeg,130,256,144,3491,none,.jpeg
180__none__150374,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\150374.jpeg,180,256,192,3559,none,.jpeg
180__none__434553,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\434553.jpeg,180,256,144,3637,none,.jpeg
270__none__320777,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\320777.jpeg,270,256,144,4360,none,.jpeg
270__none__483535,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\483535.jpeg,270,256,170,4992,none,.jpeg
270__none__455337,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\455337.jpeg,270,256,192,5618,none,.jpeg
0__none__151142,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\151142.jpeg,0,256,192,5897,none,.jpeg
0__none__497798,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\497798.jpeg,0,256,192,6275,none,.jpeg
270__none__310292,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\310292.jpeg,270,256,144,5203,none,.jpeg
0__none__425056,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\425056.jpeg,0,256,144,3467,none,.jpeg
0__none__215019,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\215019.jpeg,0,256,144,2299,none,.jpeg
180__none__85221,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\85221.jpeg,180,256,144,3957,none,.jpeg
180__none__102024,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\102024.jpeg,180,256,192,5604,none,.jpeg
0__none__104505,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\104505.jpeg,0,256,170,8088,none,.jpeg
90__none__80856,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\80856.jpeg,90,256,192,4045,none,.jpeg
270__none__324516,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\324516.jpeg,270,256,192,5263,none,.jpeg
180__none__186079,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\186079.jpeg,180,256,144,3207,none,.jpeg
0__none__91274,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\91274.jpeg,0,256,144,3276,none,.jpeg
130__none__231710,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\231710.jpeg,130,256,144,2900,none,.jpeg
0__none__351348,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\351348.jpeg,0,256,144,4016,none,.jpeg
180__none__286063,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\286063.jpeg,180,256,191,3395,none,.jpeg
90__none__321959,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\321959.jpeg,90,256,144,4446,none,.jpeg
90__none__265086,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\265086.jpeg,90,256,144,4580,none,.jpeg
0__none__238721,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\238721.jpeg,0,256,192,7271,none,.jpeg
180__none__263716,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\263716.jpeg,180,256,192,4356,none,.jpeg
0__none__365205,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\365205.jpeg,0,256,144,2982,none,.jpeg
130__none__498716,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\498716.jpeg,130,256,144,4797,none,.jpeg
180__none__444344,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\444344.jpeg,180,256,192,4946,none,.jpeg
180__none__408104,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\408104.jpeg,180,256,191,7135,none,.jpeg
90__none__225998,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\225998.jpeg,90,256,144,5532,none,.jpeg
130__none__357476,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\357476.jpeg,130,256,144,4692,none,.jpeg
0__none__278836,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\278836.jpeg,0,256,163,8474,none,.jpeg
130__none__321906,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\321906.jpeg,130,256,144,3739,none,.jpeg
90__none__152046,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\152046.jpeg,90,256,144,3575,none,.jpeg
0__none__158057,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\158057.jpeg,0,256,192,5897,none,.jpeg
130__none__433042,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\433042.jpeg,130,256,192,5287,none,.jpeg
180__none__420336,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\420336.jpeg,180,256,144,4702,none,.jpeg
0__none__234375,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\234375.jpeg,0,256,144,4619,none,.jpeg
130__none__254432,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\254432.jpeg,130,256,144,4733,none,.jpeg
90__none__196158,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\196158.jpeg,90,256,192,4300,none,.jpeg
180__none__395798,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\395798.jpeg,180,256,170,8659,none,.jpeg
270__none__221490,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\221490.jpeg,270,256,144,3299,none,.jpeg
130__none__320260,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\320260.jpeg,130,256,144,3919,none,.jpeg
90__none__160483,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\160483.jpeg,90,256,144,4407,none,.jpeg
0__none__208919,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\208919.jpeg,0,256,192,8684,none,.jpeg
0__none__290236,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\290236.jpeg,0,256,144,3000,none,.jpeg
180__none__154153,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\154153.jpeg,180,256,192,3637,none,.jpeg
180__none__328600,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\328600.jpeg,180,256,192,7163,none,.jpeg
270__none__405061,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\405061.jpeg,270,256,192,4453,none,.jpeg
90__none__116307,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\116307.jpeg,90,256,144,4051,none,.jpeg
130__none__408316,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\408316.jpeg,130,256,144,4581,none,.jpeg
180__none__229386,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\229386.jpeg,180,256,192,4731,none,.jpeg
90__none__304832,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\304832.jpeg,90,256,144,3890,none,.jpeg
130__none__140732,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\140732.jpeg,130,256,144,5051,none,.jpeg
90__none__21955,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\21955.jpeg,90,256,192,5253,none,.jpeg
180__none__445077,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\445077.jpeg,180,256,256,10865,none,.jpeg
90__none__333792,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\333792.jpeg,90,256,144,4587,none,.jpeg
90__none__304097,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\304097.jpeg,90,256,192,6262,none,.jpeg
90__none__259806,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\259806.jpeg,90,256,144,5054,none,.jpeg
90__none__304329,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\304329.jpeg,90,256,192,4983,none,.jpeg
130__none__282663,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\282663.jpeg,130,256,144,4081,none,.jpeg
180__none__156579,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\156579.jpeg,180,256,144,2583,none,.jpeg
180__none__297764,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\297764.jpeg,180,256,144,3810,none,.jpeg
130__none__498713,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\498713.jpeg,130,256,192,4668,none,.jpeg
0__none__277465,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\277465.jpeg,0,256,170,3995,none,.jpeg
270__none__413896,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\413896.jpeg,270,256,192,5019,none,.jpeg
130__none__462295,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\462295.jpeg,130,256,192,7196,none,.jpeg
0__none__240340,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\240340.jpeg,0,256,256,5462,none,.jpeg
270__none__258162,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\258162.jpeg,270,256,144,5085,none,.jpeg
0__none__468045,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\468045.jpeg,0,114,256,2884,none,.jpeg
180__none__264963,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\264963.jpeg,180,256,144,4014,none,.jpeg
0__none__159324,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\159324.jpeg,0,256,144,3892,none,.jpeg
270__none__456780,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\456780.jpeg,270,256,192,5359,none,.jpeg
0__none__269183,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\269183.jpeg,0,256,170,5349,none,.jpeg
130__none__107514,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\107514.jpeg,130,256,144,4203,none,.jpeg
180__none__147444,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\147444.jpeg,180,256,144,3009,none,.jpeg
90__none__15219,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\15219.jpeg,90,256,192,4418,none,.jpeg
0__none__288357,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\288357.jpeg,0,256,191,6117,none,.jpeg
90__none__295968,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\295968.jpeg,90,256,191,3479,none,.jpeg
0__none__395850,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\395850.jpeg,0,256,170,7216,none,.jpeg
270__none__379931,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\379931.jpeg,270,256,144,5332,none,.jpeg
270__none__336482,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\336482.jpeg,270,256,144,4646,none,.jpeg
180__none__281016,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\281016.jpeg,180,256,144,3988,none,.jpeg
0__none__191575,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\191575.jpeg,0,256,192,5151,none,.jpeg
130__none__188046,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\188046.jpeg,130,256,192,4668,none,.jpeg
180__none__101395,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\101395.jpeg,180,256,144,4148,none,.jpeg
0__none__139458,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\139458.jpeg,0,256,144,4806,none,.jpeg
90__none__174527,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\174527.jpeg,90,256,192,3627,none,.jpeg
130__none__215936,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\215936.jpeg,130,256,144,4443,none,.jpeg
0__none__92826,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\92826.jpeg,0,256,144,3150,none,.jpeg
180__none__451023,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\451023.jpeg,180,256,170,4460,none,.jpeg
130__none__428719,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\428719.jpeg,130,256,192,4405,none,.jpeg
